Percentage : 50.4927975739%
Intended : pc
Actual : pc
Percentage : 50.5303030303%
Intended : pc
Actual : pc
Percentage : 50.5677517033%
Intended : pc
Actual : pc
Percentage : 50.6051437216%
Intended : pc
Actual : pc
Percentage : 50.6424792139%
Intended : pc
Actual : forsale
Percentage : 50.6042296073%
Intended : pc
Actual : pc
Percentage : 50.641509434%
Intended : pc
Actual : pc
Percentage : 50.6787330317%
Intended : pc
Actual : pc
Percentage : 50.7159005275%
Intended : pc
Actual : pc
Percentage : 50.7530120482%
Intended : pc
Actual : graphics
Percentage : 50.7148231753%
Intended : pc
Actual : pc
Percentage : 50.7518796992%
Intended : pc
Actual : forsale
Percentage : 50.7137490609%
Intended : pc
Actual : electronics
Percentage : 50.6756756757%
Intended : pc
Actual : electronics
Percentage : 50.6376594149%
Intended : pc
Actual : mac
Percentage : 50.5997001499%
Intended : pc
Actual : forsale
Percentage : 50.5617977528%
Intended : pc
Actual : forsale
Percentage : 50.5239520958%
Intended : pc
Actual : electronics
Percentage : 50.4861630516%
Intended : pc
Actual : mswindows
Percentage : 50.4484304933%
Intended : pc
Actual : mac
Percentage : 50.4107542942%
Intended : pc
Actual : pc
Percentage : 50.447761194%
Intended : pc
Actual : pc
Percentage : 50.4847129008%
Intended : pc
Actual : forsale
Percentage : 50.4470938897%
Intended : pc
Actual : pc
Percentage : 50.4839910648%
Intended : pc
Actual : forsale
Percentage : 50.4464285714%
Intended : pc
Actual : pc
Percentage : 50.4832713755%
Intended : pc
Actual : forsale
Percentage : 50.4457652303%
Intended : pc
Actual : forsale
Percentage : 50.4083147736%
Intended : pc
Actual : pc
Percentage : 50.4451038576%
Intended : pc
Actual : mswindows
Percentage : 50.4077094144%
Intended : pc
Actual : pc
Percentage : 50.4444444444%
Intended : pc
Actual : forsale
Percentage : 50.4071058475%
Intended : pc
Actual : pc
Percentage : 50.4437869822%
Intended : pc
Actual : pc
Percentage : 50.480413895%
Intended : pc
Actual : mac
Percentage : 50.4431314623%
Intended : pc
Actual : forsale
Percentage : 50.405904059%
Intended : pc
Actual : graphics
Percentage : 50.3687315634%
Intended : pc
Actual : pc
Percentage : 50.4053058217%
Intended : pc
Actual : pc
Percentage : 50.441826215%
Intended : pc
Actual : pc
Percentage : 50.4782928624%
Intended : pc
Actual : mac
Percentage : 50.4411764706%
Intended : pc
Actual : pc
Percentage : 50.4775900073%
Intended : pc
Actual : electronics
Percentage : 50.4405286344%
Intended : pc
Actual : electronics
Percentage : 50.4035216434%
Intended : pc
Actual : pc
Percentage : 50.4398826979%
Intended : pc
Actual : mac
Percentage : 50.4029304029%
Intended : pc
Actual : pc
Percentage : 50.439238653%
Intended : pc
Actual : mswindows
Percentage : 50.4023408925%
Intended : pc
Actual : pc
Percentage : 50.4385964912%
Intended : pc
Actual : forsale
Percentage : 50.4017531045%
Intended : pc
Actual : pc
Percentage : 50.4379562044%
Intended : pc
Actual : pc
Percentage : 50.4741064916%
Intended : pc
Actual : forsale
Percentage : 50.4373177843%
Intended : pc
Actual : mac
Percentage : 50.4005826657%
Intended : pc
Actual : pc
Percentage : 50.4366812227%
Intended : pc
Actual : pc
Percentage : 50.4727272727%
Intended : pc
Actual : mac
Percentage : 50.4360465116%
Intended : pc
Actual : forsale
Percentage : 50.3994190269%
Intended : pc
Actual : mswindows
Percentage : 50.3628447025%
Intended : pc
Actual : pc
Percentage : 50.3988397389%
Intended : pc
Actual : pc
Percentage : 50.4347826087%
Intended : pc
Actual : pc
Percentage : 50.4706734251%
Intended : pc
Actual : pc
Percentage : 50.506512301%
Intended : pc
Actual : pc
Percentage : 50.5422993492%
Intended : pc
Actual : mswindows
Percentage : 50.5057803468%
Intended : pc
Actual : pc
Percentage : 50.5415162455%
Intended : pc
Actual : pc
Percentage : 50.5772005772%
Intended : pc
Actual : pc
Percentage : 50.6128334535%
Intended : pc
Actual : pc
Percentage : 50.6484149856%
Intended : pc
Actual : mac
Percentage : 50.6119510439%
Intended : pc
Actual : pc
Percentage : 50.6474820144%
Intended : pc
Actual : forsale
Percentage : 50.6110711718%
Intended : pc
Actual : forsale
Percentage : 50.5747126437%
Intended : pc
Actual : pc
Percentage : 50.6101938263%
Intended : pc
Actual : forsale
Percentage : 50.5738880918%
Intended : pc
Actual : pc
Percentage : 50.6093189964%
Intended : pc
Actual : pc
Percentage : 50.6446991404%
Intended : pc
Actual : mswindows
Percentage : 50.6084466714%
Intended : pc
Actual : pc
Percentage : 50.643776824%
Intended : pc
Actual : forsale
Percentage : 50.6075768406%
Intended : pc
Actual : forsale
Percentage : 50.5714285714%
Intended : pc
Actual : pc
Percentage : 50.6067094932%
Intended : pc
Actual : pc
Percentage : 50.6419400856%
Intended : pc
Actual : forsale
Percentage : 50.6058446187%
Intended : pc
Actual : pc
Percentage : 50.641025641%
Intended : pc
Actual : pc
Percentage : 50.6761565836%
Intended : pc
Actual : pc
Percentage : 50.7112375533%
Intended : pc
Actual : pc
Percentage : 50.7462686567%
Intended : pc
Actual : forsale
Percentage : 50.7102272727%
Intended : pc
Actual : forsale
Percentage : 50.6742370476%
Intended : pc
Actual : forsale
Percentage : 50.6382978723%
Intended : pc
Actual : forsale
Percentage : 50.6024096386%
Intended : pc
Actual : pc
Percentage : 50.6373937677%
Intended : pc
Actual : forsale
Percentage : 50.601556971%
Intended : pc
Actual : pc
Percentage : 50.6364922207%
Intended : pc
Actual : mswindows
Percentage : 50.6007067138%
Intended : pc
Actual : pc
Percentage : 50.6355932203%
Intended : pc
Actual : pc
Percentage : 50.6704304869%
Intended : pc
Actual : pc
Percentage : 50.7052186178%
Intended : pc
Actual : forsale
Percentage : 50.6694855532%
Intended : pc
Actual : mac
Percentage : 50.6338028169%
Intended : pc
Actual : mswindows
Percentage : 50.5981703026%
Intended : pc
Actual : mac
Percentage : 50.5625879044%
Intended : pc
Actual : pc
Percentage : 50.5973295854%
Intended : pc
Actual : pc
Percentage : 50.6320224719%
Intended : pc
Actual : forsale
Percentage : 50.5964912281%
Intended : pc
Actual : pc
Percentage : 50.6311360449%
Intended : pc
Actual : mswindows
Percentage : 50.5956552207%
Intended : pc
Actual : pc
Percentage : 50.6302521008%
Intended : pc
Actual : pc
Percentage : 50.6648005598%
Intended : pc
Actual : pc
Percentage : 50.6993006993%
Intended : pc
Actual : forsale
Percentage : 50.6638714186%
Intended : pc
Actual : forsale
Percentage : 50.6284916201%
Intended : pc
Actual : pc
Percentage : 50.6629448709%
Intended : pc
Actual : forsale
Percentage : 50.6276150628%
Intended : pc
Actual : pc
Percentage : 50.6620209059%
Intended : pc
Actual : forsale
Percentage : 50.6267409471%
Intended : pc
Actual : electronics
Percentage : 50.5915100905%
Intended : pc
Actual : pc
Percentage : 50.6258692629%
Intended : pc
Actual : pc
Percentage : 50.660180681%
Intended : pc
Actual : electronics
Percentage : 50.625%
Intended : pc
Actual : forsale
Percentage : 50.5898681471%
Intended : pc
Actual : pc
Percentage : 50.6241331484%
Intended : pc
Actual : pc
Percentage : 50.6583506584%
Intended : pc
Actual : pc
Percentage : 50.6925207756%
Intended : pc
Actual : forsale
Percentage : 50.6574394464%
Intended : pc
Actual : pc
Percentage : 50.6915629322%
Intended : pc
Actual : pc
Percentage : 50.7256392536%
Intended : pc
Actual : pc
Percentage : 50.7596685083%
Intended : pc
Actual : forsale
Percentage : 50.7246376812%
Intended : pc
Actual : forsale
Percentage : 50.6896551724%
Intended : pc
Actual : forsale
Percentage : 50.6547208822%
Intended : pc
Actual : forsale
Percentage : 50.6198347107%
Intended : pc
Actual : pc
Percentage : 50.6538196834%
Intended : pc
Actual : pc
Percentage : 50.6877579092%
Intended : pc
Actual : mac
Percentage : 50.6529209622%
Intended : pc
Actual : pc
Percentage : 50.6868131868%
Intended : pc
Actual : forsale
Percentage : 50.6520247083%
Intended : pc
Actual : pc
Percentage : 50.6858710562%
Intended : pc
Actual : mswindows
Percentage : 50.6511309116%
Intended : pc
Actual : forsale
Percentage : 50.6164383562%
Intended : pc
Actual : pc
Percentage : 50.6502395619%
Intended : pc
Actual : forsale
Percentage : 50.6155950752%
Intended : pc
Actual : pc
Percentage : 50.6493506494%
Intended : pc
Actual : pc
Percentage : 50.6830601093%
Intended : pc
Actual : pc
Percentage : 50.7167235495%
Intended : pc
Actual : forsale
Percentage : 50.6821282401%
Intended : pc
Actual : pc
Percentage : 50.7157464213%
Intended : pc
Actual : mswindows
Percentage : 50.6811989101%
Intended : pc
Actual : pc
Percentage : 50.7147719537%
Intended : pc
Actual : forsale
Percentage : 50.6802721088%
Intended : pc
Actual : forsale
Percentage : 50.6458191706%
Intended : pc
Actual : pc
Percentage : 50.6793478261%
Intended : pc
Actual : pc
Percentage : 50.7128309572%
Intended : pc
Actual : pc
Percentage : 50.7462686567%
Intended : pc
Actual : mac
Percentage : 50.7118644068%
Intended : pc
Actual : pc
Percentage : 50.7452574526%
Intended : pc
Actual : pc
Percentage : 50.778605281%
Intended : pc
Actual : pc
Percentage : 50.8119079838%
Intended : pc
Actual : pc
Percentage : 50.8451656525%
Intended : pc
Actual : forsale
Percentage : 50.8108108108%
Intended : pc
Actual : pc
Percentage : 50.8440243079%
Intended : pc
Actual : forsale
Percentage : 50.8097165992%
Intended : pc
Actual : mswindows
Percentage : 50.7754551585%
Intended : pc
Actual : mac
Percentage : 50.7412398922%
Intended : pc
Actual : pc
Percentage : 50.7744107744%
Intended : pc
Actual : forsale
Percentage : 50.7402422611%
Intended : pc
Actual : pc
Percentage : 50.7733691997%
Intended : pc
Actual : mac
Percentage : 50.7392473118%
Intended : pc
Actual : pc
Percentage : 50.7723304231%
Intended : pc
Actual : mac
Percentage : 50.7382550336%
Intended : pc
Actual : mswindows
Percentage : 50.7042253521%
Intended : pc
Actual : mac
Percentage : 50.6702412869%
Intended : pc
Actual : pc
Percentage : 50.7032819826%
Intended : pc
Actual : pc
Percentage : 50.7362784471%
Intended : mac
Actual : mac
Percentage : 50.7692307692%
Intended : mac
Actual : mac
Percentage : 50.8021390374%
Intended : mac
Actual : mac
Percentage : 50.83500334%
Intended : mac
Actual : mac
Percentage : 50.867823765%
Intended : mac
Actual : mac
Percentage : 50.9006004003%
Intended : mac
Actual : mac
Percentage : 50.9333333333%
Intended : mac
Actual : forsale
Percentage : 50.8994003997%
Intended : mac
Actual : forsale
Percentage : 50.8655126498%
Intended : mac
Actual : forsale
Percentage : 50.8316699933%
Intended : mac
Actual : mac
Percentage : 50.8643617021%
Intended : mac
Actual : mac
Percentage : 50.8970099668%
Intended : mac
Actual : mac
Percentage : 50.9296148738%
Intended : mac
Actual : mac
Percentage : 50.9621765096%
Intended : mac
Actual : mac
Percentage : 50.9946949602%
Intended : mac
Actual : mac
Percentage : 51.0271703115%
Intended : mac
Actual : mac
Percentage : 51.059602649%
Intended : mac
Actual : mac
Percentage : 51.0919920582%
Intended : mac
Actual : mac
Percentage : 51.1243386243%
Intended : mac
Actual : mac
Percentage : 51.1566424323%
Intended : mac
Actual : forsale
Percentage : 51.1228533686%
Intended : mac
Actual : forsale
Percentage : 51.0891089109%
Intended : mac
Actual : mac
Percentage : 51.1213720317%
Intended : mac
Actual : mac
Percentage : 51.153592617%
Intended : mac
Actual : mac
Percentage : 51.185770751%
Intended : mac
Actual : mac
Percentage : 51.2179065174%
Intended : mac
Actual : mac
Percentage : 51.25%
Intended : mac
Actual : electronics
Percentage : 51.2163050625%
Intended : mac
Actual : mac
Percentage : 51.2483574244%
Intended : mac
Actual : electronics
Percentage : 51.2147078135%
Intended : mac
Actual : mac
Percentage : 51.2467191601%
Intended : mac
Actual : forsale
Percentage : 51.2131147541%
Intended : mac
Actual : mac
Percentage : 51.24508519%
Intended : mac
Actual : mac
Percentage : 51.2770137525%
Intended : mac
Actual : mac
Percentage : 51.3089005236%
Intended : mac
Actual : mac
Percentage : 51.3407455853%
Intended : mac
Actual : mac
Percentage : 51.3725490196%
Intended : mac
Actual : forsale
Percentage : 51.3389941215%
Intended : mac
Actual : mac
Percentage : 51.3707571802%
Intended : mac
Actual : mac
Percentage : 51.4024787997%
Intended : mac
Actual : mac
Percentage : 51.4341590613%
Intended : mac
Actual : pc
Percentage : 51.4006514658%
Intended : mac
Actual : mac
Percentage : 51.4322916667%
Intended : mac
Actual : mac
Percentage : 51.4638906962%
Intended : mac
Actual : forsale
Percentage : 51.4304291287%
Intended : mac
Actual : forsale
Percentage : 51.3970110461%
Intended : mac
Actual : mac
Percentage : 51.4285714286%
Intended : mac
Actual : mac
Percentage : 51.4600908501%
Intended : mac
Actual : mac
Percentage : 51.4915693904%
Intended : mac
Actual : forsale
Percentage : 51.458198315%
Intended : mac
Actual : forsale
Percentage : 51.4248704663%
Intended : mac
Actual : forsale
Percentage : 51.3915857605%
Intended : mac
Actual : forsale
Percentage : 51.3583441138%
Intended : mac
Actual : mac
Percentage : 51.3897866839%
Intended : mac
Actual : mac
Percentage : 51.4211886305%
Intended : mac
Actual : mac
Percentage : 51.4525500323%
Intended : mac
Actual : mac
Percentage : 51.4838709677%
Intended : mac
Actual : forsale
Percentage : 51.4506769826%
Intended : mac
Actual : mac
Percentage : 51.4819587629%
Intended : mac
Actual : mac
Percentage : 51.5132002576%
Intended : mac
Actual : forsale
Percentage : 51.4800514801%
Intended : mac
Actual : mac
Percentage : 51.5112540193%
Intended : mac
Actual : forsale
Percentage : 51.4781491003%
Intended : mac
Actual : mac
Percentage : 51.509312781%
Intended : mac
Actual : forsale
Percentage : 51.4762516046%
Intended : mac
Actual : mac
Percentage : 51.5073765234%
Intended : mac
Actual : mac
Percentage : 51.5384615385%
Intended : mac
Actual : forsale
Percentage : 51.5054452274%
Intended : mac
Actual : mac
Percentage : 51.5364916773%
Intended : mac
Actual : mac
Percentage : 51.5674984005%
Intended : mac
Actual : pc
Percentage : 51.5345268542%
Intended : mac
Actual : mac
Percentage : 51.5654952077%
Intended : mac
Actual : forsale
Percentage : 51.5325670498%
Intended : mac
Actual : mac
Percentage : 51.5634971283%
Intended : mac
Actual : mac
Percentage : 51.5943877551%
Intended : mac
Actual : mac
Percentage : 51.6252390057%
Intended : mac
Actual : mac
Percentage : 51.6560509554%
Intended : mac
Actual : electronics
Percentage : 51.6231699554%
Intended : mac
Actual : mac
Percentage : 51.6539440204%
Intended : mac
Actual : mac
Percentage : 51.6846789574%
Intended : mac
Actual : forsale
Percentage : 51.6518424396%
Intended : mac
Actual : mac
Percentage : 51.6825396825%
Intended : mac
Actual : mac
Percentage : 51.7131979695%
Intended : mac
Actual : mac
Percentage : 51.7438173748%
Intended : mac
Actual : mac
Percentage : 51.7743979721%
Intended : mac
Actual : mac
Percentage : 51.8049398353%
Intended : mac
Actual : mac
Percentage : 51.835443038%
Intended : mac
Actual : mac
Percentage : 51.8659076534%
Intended : mac
Actual : mac
Percentage : 51.8963337547%
Intended : mac
Actual : mac
Percentage : 51.926721415%
Intended : mac
Actual : forsale
Percentage : 51.8939393939%
Intended : mac
Actual : forsale
Percentage : 51.8611987382%
Intended : mac
Actual : mac
Percentage : 51.8915510719%
Intended : mac
Actual : forsale
Percentage : 51.8588531821%
Intended : mac
Actual : electronics
Percentage : 51.8261964736%
Intended : mac
Actual : mac
Percentage : 51.8565135305%
Intended : mac
Actual : forsale
Percentage : 51.8238993711%
Intended : mac
Actual : forsale
Percentage : 51.7913262099%
Intended : mac
Actual : pc
Percentage : 51.7587939698%
Intended : mac
Actual : forsale
Percentage : 51.7263025738%
Intended : mac
Actual : forsale
Percentage : 51.6938519448%
Intended : mac
Actual : graphics
Percentage : 51.6614420063%
Intended : mac
Actual : mac
Percentage : 51.6917293233%
Intended : mac
Actual : mac
Percentage : 51.7219787101%
Intended : mac
Actual : mac
Percentage : 51.7521902378%
Intended : mac
Actual : forsale
Percentage : 51.7198248906%
Intended : mac
Actual : mac
Percentage : 51.75%
Intended : mac
Actual : mac
Percentage : 51.7801374141%
Intended : mac
Actual : mac
Percentage : 51.8102372035%
Intended : mac
Actual : mac
Percentage : 51.8402994386%
Intended : mac
Actual : mac
Percentage : 51.8703241895%
Intended : mac
Actual : mac
Percentage : 51.9003115265%
Intended : mac
Actual : space
Percentage : 51.8679950187%
Intended : mac
Actual : mac
Percentage : 51.8979464841%
Intended : mac
Actual : pc
Percentage : 51.8656716418%
Intended : mac
Actual : pc
Percentage : 51.8334369173%
Intended : mac
Actual : forsale
Percentage : 51.801242236%
Intended : mac
Actual : mac
Percentage : 51.8311607697%
Intended : mac
Actual : graphics
Percentage : 51.7990074442%
Intended : mac
Actual : mac
Percentage : 51.8288902666%
Intended : mac
Actual : mac
Percentage : 51.8587360595%
Intended : mac
Actual : mac
Percentage : 51.8885448916%
Intended : mac
Actual : mac
Percentage : 51.9183168317%
Intended : mac
Actual : mac
Percentage : 51.9480519481%
Intended : mac
Actual : mac
Percentage : 51.977750309%
Intended : mac
Actual : mac
Percentage : 52.0074119827%
Intended : mac
Actual : mac
Percentage : 52.037037037%
Intended : mac
Actual : mac
Percentage : 52.0666255398%
Intended : mac
Actual : mac
Percentage : 52.0961775586%
Intended : mac
Actual : mac
Percentage : 52.1256931608%
Intended : mac
Actual : mac
Percentage : 52.1551724138%
Intended : mac
Actual : mac
Percentage : 52.1846153846%
Intended : mac
Actual : mac
Percentage : 52.2140221402%
Intended : mac
Actual : mac
Percentage : 52.2433927474%
Intended : mac
Actual : mac
Percentage : 52.2727272727%
Intended : mac
Actual : mac
Percentage : 52.3020257827%
Intended : mac
Actual : mswindows
Percentage : 52.2699386503%
Intended : mac
Actual : forsale
Percentage : 52.2378908645%
Intended : mac
Actual : mac
Percentage : 52.2671568627%
Intended : mac
Actual : mac
Percentage : 52.2963870178%
Intended : mac
Actual : mac
Percentage : 52.3255813953%
Intended : mac
Actual : forsale
Percentage : 52.2935779817%
Intended : mac
Actual : forsale
Percentage : 52.2616136919%
Intended : mac
Actual : electronics
Percentage : 52.2296884545%
Intended : mac
Actual : mac
Percentage : 52.2588522589%
Intended : mac
Actual : mac
Percentage : 52.2879804759%
Intended : mac
Actual : mac
Percentage : 52.3170731707%
Intended : mac
Actual : mac
Percentage : 52.3461304083%
Intended : mac
Actual : mac
Percentage : 52.3751522533%
Intended : mac
Actual : mac
Percentage : 52.4041387705%
Intended : mac
Actual : graphics
Percentage : 52.3722627737%
Intended : mac
Actual : mac
Percentage : 52.4012158055%
Intended : mac
Actual : mac
Percentage : 52.4301336574%
Intended : mac
Actual : forsale
Percentage : 52.3982999393%
Intended : mac
Actual : mac
Percentage : 52.427184466%
Intended : mac
Actual : mac
Percentage : 52.45603396%
Intended : mac
Actual : mac
Percentage : 52.4848484848%
Intended : mac
Actual : forsale
Percentage : 52.4530587523%
Intended : mac
Actual : mac
Percentage : 52.4818401937%
Intended : mac
Actual : mac
Percentage : 52.5105868119%
Intended : mac
Actual : pc
Percentage : 52.4788391778%
Intended : mac
Actual : mac
Percentage : 52.5075528701%
Intended : mac
Actual : mac
Percentage : 52.5362318841%
Intended : mac
Actual : mac
Percentage : 52.5648762824%
Intended : mac
Actual : mac
Percentage : 52.5934861279%
Intended : mac
Actual : mac
Percentage : 52.6220614828%
Intended : mac
Actual : mac
Percentage : 52.6506024096%
Intended : mac
Actual : mac
Percentage : 52.6791089705%
Intended : mac
Actual : mac
Percentage : 52.7075812274%
Intended : mac
Actual : mac
Percentage : 52.7360192423%
Intended : mac
Actual : mac
Percentage : 52.7644230769%
Intended : mac
Actual : forsale
Percentage : 52.7327327327%
Intended : mac
Actual : mac
Percentage : 52.7611044418%
Intended : mac
Actual : mac
Percentage : 52.7894421116%
Intended : mac
Actual : mac
Percentage : 52.8177458034%
Intended : mac
Actual : forsale
Percentage : 52.7860994608%
Intended : mac
Actual : mac
Percentage : 52.8143712575%
Intended : mac
Actual : mac
Percentage : 52.842609216%
Intended : mac
Actual : mac
Percentage : 52.8708133971%
Intended : mac
Actual : mac
Percentage : 52.8989838613%
Intended : mac
Actual : mac
Percentage : 52.9271206691%
Intended : mac
Actual : mac
Percentage : 52.9552238806%
Intended : mac
Actual : mac
Percentage : 52.9832935561%
Intended : mac
Actual : mac
Percentage : 53.0113297555%
Intended : mac
Actual : forsale
Percentage : 52.9797377831%
Intended : mac
Actual : mac
Percentage : 53.007742704%
Intended : mac
Actual : mac
Percentage : 53.0357142857%
Intended : mac
Actual : forsale
Percentage : 53.004164188%
Intended : mac
Actual : mac
Percentage : 53.0321046373%
Intended : mac
Actual : mac
Percentage : 53.0600118835%
Intended : mac
Actual : mac
Percentage : 53.0878859857%
Intended : mac
Actual : mac
Percentage : 53.115727003%
Intended : mac
Actual : mac
Percentage : 53.1435349941%
Intended : mac
Actual : mac
Percentage : 53.1713100178%
Intended : mac
Actual : mac
Percentage : 53.1990521327%
Intended : mac
Actual : mac
Percentage : 53.2267613973%
Intended : mac
Actual : mac
Percentage : 53.2544378698%
Intended : mac
Actual : forsale
Percentage : 53.222945003%
Intended : mac
Actual : mac
Percentage : 53.2505910165%
Intended : mac
Actual : mac
Percentage : 53.2782043709%
Intended : mac
Actual : mac
Percentage : 53.305785124%
Intended : mac
Actual : forsale
Percentage : 53.2743362832%
Intended : mac
Actual : mac
Percentage : 53.3018867925%
Intended : mac
Actual : mac
Percentage : 53.3294048321%
Intended : mac
Actual : forsale
Percentage : 53.2979976443%
Intended : mac
Actual : forsale
Percentage : 53.2666274279%
Intended : mac
Actual : pc
Percentage : 53.2352941176%
Intended : mac
Actual : mswindows
Percentage : 53.2039976484%
Intended : mac
Actual : forsale
Percentage : 53.1727379553%
Intended : mac
Actual : mac
Percentage : 53.2002348796%
Intended : mac
Actual : mac
Percentage : 53.2276995305%
Intended : mac
Actual : forsale
Percentage : 53.1964809384%
Intended : mac
Actual : pc
Percentage : 53.1652989449%
Intended : mac
Actual : forsale
Percentage : 53.1341534856%
Intended : mac
Actual : mac
Percentage : 53.1615925059%
Intended : mac
Actual : forsale
Percentage : 53.1304856641%
Intended : mac
Actual : mac
Percentage : 53.1578947368%
Intended : mac
Actual : forsale
Percentage : 53.1268264173%
Intended : mac
Actual : mac
Percentage : 53.1542056075%
Intended : mac
Actual : mac
Percentage : 53.1815528313%
Intended : mac
Actual : mac
Percentage : 53.2088681447%
Intended : mac
Actual : mac
Percentage : 53.2361516035%
Intended : mac
Actual : forsale
Percentage : 53.2051282051%
Intended : mac
Actual : mswindows
Percentage : 53.1741409435%
Intended : mac
Actual : mac
Percentage : 53.2013969732%
Intended : mac
Actual : mac
Percentage : 53.2286212914%
Intended : mac
Actual : forsale
Percentage : 53.1976744186%
Intended : mac
Actual : mac
Percentage : 53.2248692621%
Intended : mac
Actual : mac
Percentage : 53.2520325203%
Intended : mac
Actual : forsale
Percentage : 53.2211259431%
Intended : mac
Actual : forsale
Percentage : 53.1902552204%
Intended : mac
Actual : autos
Percentage : 53.1594202899%
Intended : mac
Actual : mac
Percentage : 53.1865585168%
Intended : mac
Actual : forsale
Percentage : 53.155761436%
Intended : mac
Actual : mac
Percentage : 53.1828703704%
Intended : mac
Actual : mac
Percentage : 53.2099479468%
Intended : mac
Actual : mac
Percentage : 53.2369942197%
Intended : mac
Actual : mac
Percentage : 53.2640092432%
Intended : mac
Actual : mac
Percentage : 53.2909930716%
Intended : mac
Actual : mac
Percentage : 53.3179457588%
Intended : mac
Actual : mac
Percentage : 53.3448673587%
Intended : mac
Actual : mac
Percentage : 53.3717579251%
Intended : mac
Actual : mac
Percentage : 53.3986175115%
Intended : mac
Actual : forsale
Percentage : 53.3678756477%
Intended : mac
Actual : mac
Percentage : 53.3947065593%
Intended : mac
Actual : mac
Percentage : 53.421506613%
Intended : mac
Actual : forsale
Percentage : 53.3908045977%
Intended : mac
Actual : mac
Percentage : 53.4175761057%
Intended : mac
Actual : mac
Percentage : 53.4443168772%
Intended : mac
Actual : forsale
Percentage : 53.4136546185%
Intended : mac
Actual : mac
Percentage : 53.4403669725%
Intended : mac
Actual : mac
Percentage : 53.4670487106%
Intended : mac
Actual : mac
Percentage : 53.4936998855%
Intended : mac
Actual : mswindows
Percentage : 53.463079565%
Intended : mac
Actual : mac
Percentage : 53.4897025172%
Intended : mac
Actual : mac
Percentage : 53.5162950257%
Intended : mac
Actual : mac
Percentage : 53.5428571429%
Intended : mac
Actual : mac
Percentage : 53.5693889206%
Intended : mac
Actual : mac
Percentage : 53.595890411%
Intended : mac
Actual : mac
Percentage : 53.6223616657%
Intended : mac
Actual : mac
Percentage : 53.6488027366%
Intended : mac
Actual : mac
Percentage : 53.6752136752%
Intended : mac
Actual : electronics
Percentage : 53.6446469248%
Intended : mac
Actual : mac
Percentage : 53.6710301651%
Intended : mac
Actual : pc
Percentage : 53.6405005688%
Intended : mac
Actual : mswindows
Percentage : 53.610005685%
Intended : mac
Actual : mac
Percentage : 53.6363636364%
Intended : mac
Actual : forsale
Percentage : 53.6059057354%
Intended : mac
Actual : mac
Percentage : 53.6322360953%
Intended : mac
Actual : mac
Percentage : 53.6585365854%
Intended : mac
Actual : mac
Percentage : 53.6848072562%
Intended : mac
Actual : mswindows
Percentage : 53.6543909348%
Intended : mac
Actual : mac
Percentage : 53.6806342016%
Intended : mac
Actual : pc
Percentage : 53.6502546689%
Intended : mac
Actual : mac
Percentage : 53.6764705882%
Intended : mac
Actual : forsale
Percentage : 53.6461277558%
Intended : mac
Actual : mac
Percentage : 53.6723163842%
Intended : mac
Actual : pc
Percentage : 53.6420101637%
Intended : mac
Actual : mac
Percentage : 53.6681715576%
Intended : mac
Actual : forsale
Percentage : 53.6379018613%
Intended : mac
Actual : mac
Percentage : 53.6640360767%
Intended : mac
Actual : mac
Percentage : 53.6901408451%
Intended : mac
Actual : mac
Percentage : 53.7162162162%
Intended : mac
Actual : mac
Percentage : 53.7422622397%
Intended : mac
Actual : mac
Percentage : 53.7682789651%
Intended : mac
Actual : mac
Percentage : 53.7942664418%
Intended : mac
Actual : mac
Percentage : 53.8202247191%
Intended : mac
Actual : mac
Percentage : 53.8461538462%
Intended : mac
Actual : mac
Percentage : 53.8720538721%
Intended : mac
Actual : mac
Percentage : 53.8979248458%
Intended : mac
Actual : electronics
Percentage : 53.8677130045%
Intended : mac
Actual : mac
Percentage : 53.893557423%
Intended : mac
Actual : mac
Percentage : 53.9193729003%
Intended : mac
Actual : mac
Percentage : 53.9451594852%
Intended : mac
Actual : pc
Percentage : 53.9149888143%
Intended : mac
Actual : mac
Percentage : 53.9407490218%
Intended : mac
Actual : mac
Percentage : 53.9664804469%
Intended : mac
Actual : mac
Percentage : 53.9921831379%
Intended : mac
Actual : mac
Percentage : 54.0178571429%
Intended : mac
Actual : mac
Percentage : 54.0435025098%
Intended : mac
Actual : mac
Percentage : 54.0691192865%
Intended : mac
Actual : mac
Percentage : 54.0947075209%
Intended : mac
Actual : electronics
Percentage : 54.0645879733%
Intended : mac
Actual : mac
Percentage : 54.0901502504%
Intended : mac
Actual : forsale
Percentage : 54.0600667408%
Intended : mac
Actual : mac
Percentage : 54.0856031128%
Intended : mac
Actual : mac
Percentage : 54.1111111111%
Intended : mac
Actual : forsale
Percentage : 54.0810660744%
Intended : mac
Actual : forsale
Percentage : 54.051054384%
Intended : mac
Actual : mac
Percentage : 54.0765391015%
Intended : mac
Actual : mac
Percentage : 54.1019955654%
Intended : mac
Actual : mac
Percentage : 54.1274238227%
Intended : mac
Actual : mac
Percentage : 54.1528239203%
Intended : mac
Actual : mac
Percentage : 54.1781959048%
Intended : mac
Actual : mac
Percentage : 54.203539823%
Intended : mac
Actual : mac
Percentage : 54.2288557214%
Intended : mac
Actual : electronics
Percentage : 54.1988950276%
Intended : mac
Actual : mac
Percentage : 54.2241855329%
Intended : mac
Actual : mswindows
Percentage : 54.1942604857%
Intended : mac
Actual : mac
Percentage : 54.2195256481%
Intended : mac
Actual : mac
Percentage : 54.2447629548%
Intended : mac
